image_path;A1;A2;A3;A4;A5
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/66. Parang Barong_2.JPG;The image depicts a piece of batik cloth featuring intricate patterns. The design includes geometric shapes such as circles, squares, and lines, arranged in a symmetrical pattern.;The shapes in the motif include circles, squares, and lines.;The colors used in the image are brown, white, and black.;The motif on the image is a detailed batik pattern with geometric shapes and symmetrical arrangement.;"""Create a piece of batik cloth with intricate geometric patterns featuring circles, squares, and lines in shades of brown, white, and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/68. Parang Srimpi_1.JPG;The image depicts a piece of batik cloth with a repeating pattern consisting of vertical lines and geometric shapes. The background features a grid-like pattern with alternating brown and white squares.;The motif includes vertical lines, rectangular shapes, and a grid-like pattern with alternating brown and white squares.;Brown, white;A close-up view of a batik cloth with a repeating pattern of vertical lines and geometric shapes.;"""Create a detailed batik cloth design featuring vertical lines and geometric shapes on a background with alternating brown and white squares."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/68. Parang Srimpi_2.JPG;The image depicts a piece of batik cloth with intricate patterns. The design features vertical lines and geometric shapes, creating a detailed and textured appearance.;The motif on the image consists of vertical lines, rectangular shapes, and circular patterns. These elements are arranged in a repetitive manner to form a cohesive design.;The colors used in the image include brown, white, and black.;The motif on the image is a detailed batik pattern with vertical lines and geometric shapes.;"""Create a batik cloth design featuring vertical lines, rectangular shapes, and circular patterns in shades of brown, white, and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/7. Parang Klitik Seling Parang Hok_1.JPG;The image depicts a piece of batik cloth with intricate patterns. The design features geometric shapes, abstract figures, and repetitive motifs in a warm color palette.;The shapes and objects in the motif include geometric patterns, abstract human-like figures, and circular designs with intricate details.;The colors used in the image are primarily red, brown, beige, and black.;The motif on the image is a complex batik design featuring abstract human figures and geometric patterns in warm tones.;"""Create a detailed batik fabric with warm red and brown hues, featuring abstract human figures and intricate geometric patterns in beige and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/7. Parang Klitik Seling Parang Hok_2.JPG;The image depicts a piece of batik cloth with intricate patterns. The design features geometric shapes, abstract figures, and possibly symbolic motifs, all rendered in a rich, earthy palette.;The shapes and objects in the motif include geometric patterns, abstract human-like figures, and possibly symbolic symbols or icons. The figures are stylized and appear to be dancing or moving.;The colors used in the image are primarily red, brown, beige, and black.;The motif on the image is a complex, abstract design featuring geometric patterns and stylized human figures, rendered in a rich, earthy palette.;"""Create a detailed batik cloth design featuring intricate geometric patterns, abstract human-like figures, and symbolic symbols, rendered in a rich, earthy palette of red, brown, beige, and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/71. Parang Tumurun_1.JPG;The image shows a piece of batik cloth with a repeating pattern consisting of abstract shapes and lines in a brown and beige color scheme.;The motif features irregularly shaped, elongated forms that resemble leaves or organic shapes, arranged in a repetitive manner.;Brown, beige;A detailed batik cloth with a complex, abstract pattern in earthy tones.;"""Create a batik fabric with a rich brown background and beige accents, featuring a repeating pattern of irregular, leaf-like shapes."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/71. Parang Tumurun_2.JPG;The image shows a piece of batik cloth with a repeating pattern of abstract shapes and lines. The background is a dark brown or maroon color, and the shapes are outlined in white.;The shapes in the motif include elongated, wavy lines and irregularly shaped forms that resemble abstract figures or organic shapes.;Brown, white;A close-up of a batik cloth featuring a repetitive pattern of wavy, abstract shapes in white against a dark brown background.;"""Create a batik cloth design with a dark brown background and a repeating pattern of wavy, white abstract shapes."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/73. Parang Curiga Kesit_1.JPG;The image depicts a piece of batik cloth with intricate patterns. The design features wavy lines and geometric shapes, including squares and circles, arranged in a repetitive manner.;The shape and objects in the motif include wavy lines, squares, and circles.;The colors used in the image are brown and black.;The motif on the image is a detailed batik pattern with wavy lines and geometric shapes.;"""Create a batik cloth with wavy lines and geometric shapes, using brown and black colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/73. Parang Curiga Kesit_2.JPG;The image depicts a piece of batik cloth with intricate patterns consisting of wavy lines and square shapes.;The shapes in the motif include wavy lines and square patterns.;The colors used in the image are brown and black.;The motif features a combination of wavy lines and square patterns in brown and black.;"""Create a batik cloth design featuring wavy lines and square patterns in shades of brown and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/74. Parang Klitik Kesit_1.JPG;The image shows a piece of batik cloth with a complex pattern featuring various shapes and objects. The design includes elongated, curved lines and dots, creating a visually intricate and symmetrical pattern.;The shapes and objects in the motif include elongated curves, dots, and possibly abstract forms or symbols.;The colors used in the image are primarily brown and beige.;The motif on the image is a detailed, symmetrical batik pattern with elongated curves and dots.;"""Create a batik fabric with a complex, symmetrical pattern featuring elongated curves and dots in shades of brown and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/74. Parang Klitik Kesit_2.JPG;The image shows a close-up view of batik cloth with intricate patterns. The design features a combination of curved lines and circular shapes, creating a visually appealing and detailed pattern.;The shapes in the motif include curved lines and circular forms. The curved lines are smooth and flowing, while the circles are evenly spaced and have a consistent size.;The colors used in the image are primarily brown and white.;The motif on the image is a detailed batik pattern featuring curved lines and circular shapes, rendered in brown and white.;"""Create a batik cloth with intricate patterns consisting of curved lines and evenly spaced circles, using a combination of brown and white colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/75. Parang Tumurun_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features abstract shapes and lines in a repetitive pattern, with a combination of light beige and dark brown colors.;The shapes in the motif include elongated, organic forms resembling leaves or petals, along with circular and linear elements.;Light beige, dark brown;A detailed batik cloth with abstract, repetitive patterns in light beige and dark brown.;"""Create a piece of batik cloth featuring light beige and dark brown colors with abstract, repetitive patterns resembling leaves or petals."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/75. Parang Tumurun_2.JPG;The image shows a piece of batik cloth with a complex and intricate pattern. The design features repetitive shapes and patterns in a monochromatic color scheme.;The shapes in the motif include elongated, wavy lines and circular forms. These elements are arranged in a symmetrical and repetitive manner across the fabric.;Brown, beige;A detailed and symmetrical batik pattern featuring repetitive wavy and circular shapes in brown and beige.;"""Create a piece of batik cloth with a complex pattern consisting of elongated, wavy lines and circular forms, arranged in a symmetrical and repetitive manner, using a monochromatic color scheme of brown and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/76. Parang Mancawarni_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features symmetrical shapes and geometric motifs, including squares, triangles, and star-like patterns.;"The shape and objects in the motif include: Squares, Triangles, Star-like patterns, Abstract forms resembling leaves or feathers";The colors used in the image are brown, white, and black.;The motif on the image is a complex, symmetrical pattern featuring geometric shapes and abstract forms.;"""Create a detailed batik fabric with a symmetrical design incorporating squares, triangles, and star-like patterns in shades of brown, white, and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/76. Parang Mancawarni_2.JPG;The image depicts a piece of batik cloth featuring intricate patterns and designs. The background is primarily beige with brown and black accents, creating a contrast that highlights the detailed motifs.;The shapes and objects in the motif include stylized trees, leaves, and geometric patterns. The trees have branches extending outward, and the leaves are depicted with simple, repetitive shapes. The geometric patterns are square and circular, adding to the complexity of the design.;The colors used in the image are beige, brown, black, and white.;The motif on the image is a detailed and complex batik pattern featuring stylized trees and geometric shapes.;"""Create a piece of batik cloth with intricate tree and leaf designs, using a combination of beige, brown, black, and white colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/77. Parang Baladewa_1.JPG;The image depicts a piece of batik cloth featuring intricate patterns with a combination of white, brown, and black colors.;The motif includes abstract shapes resembling stylized leaves or feathers, along with geometric patterns like squares and circles.;Brown, white, black;A detailed batik cloth with abstract leaf-like shapes and geometric patterns in brown, white, and black.;"""Create a batik cloth design with white and brown abstract leaf-like shapes and black geometric patterns."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/77. Parang Baladewa_2.JPG;The image depicts a piece of batik cloth with intricate patterns. The design features abstract shapes and motifs, including swirls, geometric shapes, and floral elements, rendered in a combination of brown, white, and red colors.;The shape and objects in the motif include abstract swirls, geometric squares, and floral patterns.;Brown, white, red;A detailed batik cloth with abstract swirls, geometric shapes, and floral patterns in brown, white, and red.;"""Create a batik cloth design featuring abstract swirls, geometric squares, and floral patterns in shades of brown, white, and red."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/8. Parang Klitik Gapit Selik Parang Templek_1.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features interlocking shapes and lines in various shades of brown and beige, creating a visually striking and intricate pattern.;The motif consists of interlocking zigzag patterns and lines, forming a series of interconnected shapes.;Brown, beige, black;A detailed batik cloth with a complex geometric pattern featuring interlocking zigzags and lines in brown and beige.;"""Create a piece of batik cloth with a detailed geometric pattern consisting of interlocking zigzag lines and shapes in shades of brown and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/8. Parang Klitik Gapit Selik Parang Templek_2.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features interlocking shapes and lines in various shades of brown and beige, creating a visually striking and intricate pattern.;The motif consists of interlocking zigzag lines and geometric shapes, forming a repetitive and symmetrical pattern.;Brown, beige, and black;A detailed batik cloth with a complex geometric pattern featuring interlocking lines and shapes in brown and beige.;"""Create a piece of batik cloth with a detailed geometric pattern consisting of interlocking zigzag lines and shapes in shades of brown and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/80. Parang Curiga Gagak Seta_1.JPG;The image shows a close-up of batik cloth with intricate patterns. The design features repeated vertical lines and shapes, often associated with traditional Indonesian batik art.;The shape and objects in the motif include vertical lines, wavy lines, and abstract geometric shapes. These elements are arranged in a repetitive pattern across the fabric.;The colors used in the image are black, white, brown, and blue.;The motif on the image is a traditional Indonesian batik design featuring repetitive vertical lines and abstract geometric shapes.;"""Create a detailed batik cloth design with black, white, brown, and blue colors, featuring repetitive vertical lines and abstract geometric shapes."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/80. Parang Curiga Gagak Seta_2.JPG;The image shows a close-up of batik cloth with intricate patterns. The design features repeating shapes and motifs, including wavy lines and geometric patterns.;The shape and objects in the motif include repeating vertical lines, wavy lines, and geometric shapes.;The colors used in the image are black, white, brown, and blue.;The motif on the image is a detailed and repetitive pattern of wavy lines and geometric shapes on a black background.;"""Create a close-up image of batik cloth featuring intricate patterns with repeating vertical lines, wavy lines, and geometric shapes in black, white, brown, and blue."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/81. Lereng Puspa_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features elongated, curving lines with decorative elements at intervals.;The shapes in the motif include elongated, curving lines with decorative elements at intervals.;The colors used in the image are brown and black.;The motif on the image is an intricate batik pattern with elongated, curving lines and decorative elements.;Create a digital artwork featuring an intricate batik pattern with elongated, curving lines and decorative elements, using a combination of brown and black colors on a light background.
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/81. Lereng Puspa_2.JPG;The image shows a piece of batik cloth with a detailed and intricate pattern. The design features stylized leaves and vines with a repetitive motif.;The shapes in the motif include stylized leaves, vines, and possibly flowers or other plant-like forms.;The colors used in the image are brown, black, and beige.;The motif on the image is a detailed and repetitive batik pattern featuring stylized leaves and vines.;"""Create a piece of batik cloth with a repeating pattern of stylized leaves and vines in shades of brown and black on a beige background."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/82. Parang Kembang_1.JPG;The image shows a piece of batik cloth with a detailed floral pattern. The design features white flowers with dark green leaves and stems, set against a background with brown and orange geometric shapes.;The shape and objects in the motif include white flowers with dark green leaves and stems, and brown and orange geometric shapes.;The colors used in the image are white, dark green, brown, and orange.;The motif on the image is a detailed floral design with white flowers and dark green leaves, set against a background of brown and orange geometric shapes.;"""Create a piece of batik cloth featuring white flowers with dark green leaves and stems, set against a background of brown and orange geometric shapes."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/82. Parang Kembang_2.JPG;The image depicts a piece of batik cloth featuring intricate patterns. The design includes stylized leaves and branches with small, dark-colored leaves attached to them. The background is a mix of brown and white, with geometric shapes and patterns surrounding the main motif.;"The shape and objects in the motif include: Stylized leaves, Branches, Small, dark-colored leaves";"The colors used in the image are: Brown, white, and dark brown";The motif on the image is a detailed batik pattern with stylized leaves and branches against a brown and white background.;"""Create a digital artwork of a traditional batik cloth with intricate leafy branches and small leaves, set against a brown and white background with geometric patterns."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/84. Parang Kusuma Seling Gapit klitik_1.JPG;The image shows a close-up view of batik cloth with intricate patterns. The design features repetitive geometric shapes and floral motifs, predominantly in shades of brown and beige.;The shape and objects in the motif include repetitive rectangular shapes, floral patterns, and abstract designs that create a cohesive and symmetrical pattern.;Brown, beige;A detailed batik cloth with a repeating geometric and floral pattern in earthy tones.;"""Create a close-up image of batik cloth featuring intricate geometric and floral patterns in shades of brown and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/84. Parang Kusuma Seling Gapit klitik_2.JPG;The image shows a close-up view of batik cloth with intricate patterns. The design features repetitive geometric shapes and floral motifs in a brown and beige color scheme.;"The shape and objects in the motif include: Geometric lines forming a grid-like pattern, Floral shapes with petal-like structures, Small dots arranged in a repeating pattern";Brown, beige;A detailed batik cloth with a combination of geometric and floral patterns in earthy tones.;"""Create a digital artwork featuring a rich, earthy brown background with intricate, repetitive geometric and floral patterns in beige, showcasing the elegance and complexity of traditional batik textile designs."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/85. Parang Klitik Gapit Seling Parang Tempel_1.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features interlocking shapes and lines in various shades of brown and beige.;The motif consists of interlocking zigzag patterns and geometric shapes, including triangles and rectangles.;Brown, beige;A detailed batik cloth with intricate geometric patterns in brown and beige.;"""Create a piece of batik cloth featuring a complex geometric pattern with interlocking zigzag lines and shapes in shades of brown and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/85. Parang Klitik Gapit Seling Parang Tempel_2.JPG;The image shows a piece of batik cloth with intricate patterns. The design features geometric shapes and lines in various shades of brown and beige.;The motif includes diamond shapes, zigzag lines, and other geometric forms arranged in a repetitive pattern.;Brown, beige;A detailed batik cloth with geometric patterns in earthy tones.;"""Create a piece of batik fabric featuring intricate geometric designs in shades of brown and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/86. Parang Barong Seling Gandasuli_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features repetitive geometric shapes and lines, creating a visually striking and symmetrical pattern.;The motif consists of repeating zigzag lines and circular shapes, forming a complex and detailed design.;Brown, white;A close-up of a batik cloth with a repetitive geometric pattern featuring brown and white colors.;"""Create a detailed batik cloth design with brown and white colors, featuring repetitive zigzag lines and circular shapes, to achieve a visually striking and symmetrical pattern."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/86. Parang Barong Seling Gandasuli_2.JPG;The image shows a piece of batik cloth with intricate patterns. The design features repetitive geometric shapes and lines, creating a visually complex and detailed pattern.;The shape and objects in the motif include zigzag lines, circular shapes, and various geometric forms arranged in a repeating pattern.;Brown, white;A detailed batik cloth with repetitive geometric patterns in brown and white.;"""Create a piece of batik cloth featuring intricate geometric patterns with alternating brown and white colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/87. Parang Templek Seling Parang Curiga_1.JPG;The image depicts a piece of batik cloth with intricate patterns. The design features a combination of geometric shapes, floral motifs, and swirling lines in various colors.;"The shapes and objects in the motif include: Geometric squares and rectangles, Floral vines and leaves, Curved lines and waves, Circular patterns";"The colors used in the image are: Black, White, Red, Brown";The motif on the image is a complex and detailed batik pattern featuring geometric and floral elements.;"""Create a batik cloth design with black and white background, featuring red and brown geometric shapes, floral vines, and swirling lines."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/87. Parang Templek Seling Parang Curiga_2.JPG;The image depicts a piece of batik cloth with intricate patterns. The design features a combination of geometric shapes, swirls, and floral motifs, rendered in a dark background with contrasting lighter and darker shades.;"The shape and objects in the motif include: Geometric shapes (squares, rectangles), Swirls, Floral elements";"The colors used in the image are: Dark blue, Light beige, Dark brown, White";The motif on the image is a complex, abstract pattern with geometric and floral elements, set against a dark background.;"""Create a detailed batik cloth design featuring intricate geometric shapes, swirling lines, and floral motifs, rendered in a dark blue background with light beige, dark brown, and white accents."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/88. Parang Peniti_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features a combination of geometric shapes and abstract forms, with a mix of brown and white colors.;The shape and objects in the motif include various geometric shapes such as squares, rectangles, and curved lines. There are also abstract forms that resemble leaves or vines.;Brown, white;A detailed batik cloth with a mix of geometric and abstract patterns in brown and white.;"""Create a piece of batik cloth featuring a complex pattern of interlocking geometric shapes and abstract forms, using a combination of brown and white colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/88. Parang Peniti_2.JPG;The image shows a piece of batik cloth with a detailed pattern. The design features repetitive geometric shapes and swirls, creating a visually striking and intricate design.;The shape and objects in the motif include rectangular blocks with intricate patterns, including swirls and wave-like designs.;The colors used in the image are brown and white.;The motif on the image is a detailed batik design featuring repetitive rectangular blocks with intricate swirls and wave-like patterns.;"""Create a piece of batik cloth with a repeating pattern of rectangular blocks featuring intricate swirls and wave-like designs, using a combination of brown and white colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/89. Lereng Puspa Rinengga_1.JPG;The image shows a piece of batik cloth with a detailed floral pattern. The design features intricate black lines forming branches and leaves, with white and brown flowers and leaves filling the spaces between the lines.;"The shape and objects in the motif include: Black lines forming branches and leaves, White and brown flowers and leaves";"The colors used in the image are: Black, White, Brown";The motif on the image is a detailed floral pattern with black lines forming branches and leaves, filled with white and brown flowers and leaves.;"""Create a piece of batik cloth featuring intricate black lines forming branches and leaves, with white and brown flowers and leaves filling the spaces between the lines."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/89. Lereng Puspa Rinengga_2.JPG;The image shows a piece of batik cloth with a detailed floral pattern. The design features intricate black lines forming branches and leaves, with brown flowers and leaves scattered throughout.;"The shape and objects in the motif include: Black lines forming branches and leaves, Brown flowers and leaves";"The colors used in the image are: White, Black, Brown";The motif on the image is a detailed floral pattern with black branches and leaves and brown flowers and leaves.;"""Create a piece of batik cloth featuring intricate black lines forming branches and leaves, with brown flowers and leaves scattered throughout."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/9. Parang Gendreh Seling Parang Gendreh Sisik_1.JPG;The image depicts a piece of batik cloth with a complex and intricate pattern. The design features various shapes and objects, including elongated forms with dotted patterns, vertical lines, and circular motifs.;The shapes and objects in the motif include elongated forms with dotted patterns, vertical lines, and circular motifs.;Brown, beige, white;A detailed batik cloth featuring a mix of elongated dotted forms, vertical lines, and circular motifs in brown, beige, and white.;Create a digital artwork using Adobe Photoshop or Illustrator, starting with a brown background. Use a brush tool to draw elongated dotted forms, vertical lines, and circular motifs in beige and white. Ensure the shapes are evenly spaced and overlap slightly to create a dense, intricate pattern. Adjust the opacity and blending modes to achieve the desired texture and depth.
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/9. Parang Gendreh Seling Parang Gendreh Sisik_2.JPG;The image depicts a piece of batik cloth with a complex and intricate design. The pattern consists of various shapes and objects, including elongated forms with dotted patterns and solid sections, arranged in a repetitive manner.;The shapes and objects in the motif include elongated forms with dotted patterns and solid sections, arranged in a repetitive manner.;Brown, white;A detailed batik cloth featuring elongated forms with dotted patterns and solid sections, arranged in a repetitive manner.;Create a digital artwork using Adobe Photoshop or GIMP, starting with a brown background. Use a brush tool to draw elongated forms with dotted patterns and solid sections, arranging them in a repetitive pattern. Add white highlights to enhance the contrast and depth of the design. Save the image as a high-resolution PNG file.
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/90. Parang Curiga Latar Ireng_1.JPG;The image depicts a piece of batik cloth with a complex geometric pattern. The design features a combination of straight lines, curves, and small squares, creating a visually intricate and repetitive pattern.;"The shapes and objects in the motif include: Squares, Rectangles, Curves, Lines";"The colors used in the image are: Black, White, Brown, Orange";The motif on the image is a detailed and repetitive geometric pattern with a mix of black, white, brown, and orange colors.;"""Create a piece of batik cloth with a complex geometric pattern featuring a mix of black, white, brown, and orange colors, with a combination of straight lines, curves, and small squares."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/90. Parang Curiga Latar Ireng_2.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features a combination of straight lines, curves, and small square shapes, creating a visually intricate and repetitive pattern.;"The shape and objects in the motif include: Straight lines, Curved lines, Small squares";The colors used in the image are black, white, brown, and orange.;The motif on the image is a complex geometric pattern with alternating black and white sections, interspersed with brown and orange elements.;"""Create a piece of batik cloth featuring a detailed geometric pattern with alternating black and white sections, interspersed with brown and orange elements."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/91. Parang Baladewa_1.JPG;The image shows a close-up view of batik cloth with intricate patterns. The design features geometric shapes and floral motifs, arranged in a repetitive manner.;The shape and objects in the motif include squares, rectangles, and stylized flowers or leaves.;The colors used in the image are brown, black, and red.;The motif on the image is a complex geometric pattern with floral elements, typical of traditional batik designs.;"""Create a detailed batik cloth design featuring interlocking geometric shapes and stylized floral motifs in shades of brown, black, and red."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/91. Parang Baladewa_2.JPG;The image shows a close-up view of batik cloth with intricate patterns. The design features geometric shapes and floral motifs, arranged in a symmetrical pattern.;"The shape and objects in the motif include: Geometric shapes (squares, rectangles), Floral motifs (flowers with multiple petals)";"The colors used in the image are: Brown, black, white";The motif on the image is a detailed batik design featuring geometric shapes and floral elements arranged in a symmetrical pattern.;"""Create a batik fabric with a symmetrical pattern consisting of geometric shapes and floral motifs, using brown, black, and white colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/92. Parang Garut Seling Parang Curiga_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features a combination of geometric shapes and abstract forms, predominantly in shades of brown and beige against a dark background.;The motif includes various geometric shapes such as zigzags, triangles, and curved lines. There are also some stylized elements that resemble leaves or feathers.;Brown, beige, black;A detailed batik cloth with a complex geometric and abstract pattern in earthy tones.;Create a digital artwork featuring a rich, earthy-toned batik cloth with intricate geometric and abstract patterns, using a combination of brown, beige, and black colors. The design should include various shapes like zigzags, triangles, and curved lines, creating a visually striking and detailed pattern.
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/92. Parang Garut Seling Parang Curiga_2.JPG;The image shows a piece of batik cloth with intricate patterns. The design features a repeating pattern of abstract shapes and lines in various colors.;The shapes in the motif include wavy lines, zigzags, and geometric forms. There are also small circular elements that resemble dots or beads.;The colors used in the image are brown, black, white, and red.;The motif on the image is a complex, abstract pattern with wavy lines and geometric shapes in a batik style.;"""Create a detailed batik cloth with a repeating pattern of wavy lines, zigzags, and geometric shapes in shades of brown, black, white, and red."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/93. Parang Barong Seling Parang mancawarni_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features repeated geometric shapes, including circles, lines, and swirls, arranged in a symmetrical pattern.;The shapes in the motif include circles, lines, and stylized leaves or plant forms.;The colors used in the image are red, blue, black, and white.;The motif on the image is a detailed, symmetrical batik design featuring geometric shapes and plant-like forms.;"""Create a piece of batik cloth with a symmetrical pattern consisting of repeated circles, lines, and stylized leaf shapes, using a color palette of red, blue, black, and white."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/93. Parang Barong Seling Parang mancawarni_2.JPG;The image shows a piece of batik cloth with intricate patterns. The design features abstract shapes and motifs, including swirls, circles, and geometric patterns, rendered in a combination of red, brown, and blue colors.;The shapes and objects in the motif include swirls, circles, and geometric patterns.;The colors used in the image are red, brown, and blue.;The motif on the image is an intricate batik pattern featuring abstract shapes and swirls in red, brown, and blue.;"""Create a detailed batik fabric with swirling patterns in red, brown, and blue, showcasing traditional Indonesian textile art."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/94. Parang Curiga Gagak Seta_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features wavy lines and geometric shapes, predominantly in shades of brown, black, and white.;The shape and objects in the motif include wavy lines, geometric shapes, and squares.;Brown, black, white;A detailed batik cloth with wavy lines and geometric shapes in brown, black, and white.;Create a digital artwork of a traditional batik cloth featuring wavy lines and geometric shapes in shades of brown, black, and white.
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/94. Parang Curiga Gagak Seta_2.JPG;The image shows a close-up of batik cloth with intricate patterns. The design features geometric shapes and lines, with a combination of dark and light colors.;The shape and objects in the motif include wavy lines, zigzag patterns, and square or diamond-shaped elements.;The colors used in the image are black, white, red, and beige.;The motif on the image is a complex geometric pattern with wavy lines and square shapes, typical of traditional batik designs.;"""Create a detailed batik cloth design featuring wavy lines, zigzag patterns, and square shapes in black, white, red, and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/95. Parang Srimpi_1.JPG;The image shows a piece of batik cloth with a repeating pattern consisting of vertical lines and circular shapes. The background is dark brown or black, and the lines and circles are white.;The shape and objects in the motif include vertical lines and circular shapes.;The colors used in the image are white, black, and brown.;The motif features a repetitive pattern of vertical lines and circular shapes against a dark brown background.;"""Create a batik cloth design with alternating vertical lines and circular shapes, using white and brown colors on a dark brown background."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/95. Parang Srimpi_2.JPG;The image shows a piece of batik cloth with a repetitive pattern consisting of vertical lines and small circular shapes. The background features a grid-like pattern with repeating geometric shapes.;The shape and objects in the motif include vertical lines and small circles.;The colors used in the image are brown, white, and black.;The motif on the image is a traditional batik pattern with vertical lines and small circles on a grid background.;"""Create a piece of batik cloth with a repeating pattern of vertical lines and small circles on a grid background, using brown, white, and black colors."""
